,Name,Politician Id,Party,Chamber,State,Asset Type,Issuer,Ticker,Issuer Country,Type,Date,Trade Size,Trade Price,Trade Value
0,Suzanne Lee,L000590,Democrat,House,NV,Stock,RHEINMETALL AG,RNMBY,de,Buy,2024-05-10,70.0,115.347,8000
1,Laurel Lee,L000597,Republican,House,FL,Corporate-bond,TUHURA BIOSCIENCES INC,,,Buy,2024-05-06,,,175000
2,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
3,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
4,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
5,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
6,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
7,Doris Matsui,M001163,Democrat,House,CA,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-23,,,1000000
8,Stephen Lynch,L000562,Democrat,House,MA,Stock,NVIDIA Corporation,NVDA,us,Buy,2024-05-22,9.0,949.5,8000
9,Jeffrey Duncan,D000615,Republican,House,SC,Stock,Colgate-Palmolive Co,CL,us,Sell,2023-08-25,109.0,73.83,8000
10,Jeffrey Duncan,D000615,Republican,House,SC,Stock,JD.com Inc,JD,cn,Sell,2023-08-25,244.0,32.96,8000
11,Gary Peters,P000595,Democrat,Senate,MI,Stock,SOLVENTUM CORP,SOLV,us,Sell,2024-05-14,,,8000
12,Gary Peters,P000595,Democrat,Senate,MI,Stock,Carnival Corporation & PLC,CCL,us,Sell,2024-05-14,552.0,14.52,8000
13,Gary Peters,P000595,Democrat,Senate,MI,Stock,Schlumberger Ltd,SLB,us,Sell,2024-05-14,165.0,48.62,8000
14,Gary Peters,P000595,Democrat,Senate,MI,Stock,International Flavors & Fragrances Inc,IFF,us,Sell,2024-05-14,337.0,96.63,32500
15,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES LONG SHORT EQUITY FUND LTD,,,Sell,2024-04-22,,,175000
16,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES LONG SHORT EQUITY FUND LTD,,,Sell,2024-05-03,,,750000
17,Kathy Manning,M001135,Democrat,House,NC,Hedge-pvt-eq-funds-non-eif,SEVEN BRIDGES MULTI STRATEGY FUND LP,,,Buy,2024-04-22,,,175000
18,William Keating,K000375,Democrat,House,MA,Stock,Accenture PLC,ACN,ie,Sell,2024-05-17,27.0,303.59,8000
19,William Keating,K000375,Democrat,House,MA,Stock,Airbnb Inc,ABNB,us,Sell,2024-05-17,55.0,145.66,8000
20,William Keating,K000375,Democrat,House,MA,Stock,Alphabet Inc,GOOGL,us,Sell,2024-05-17,46.0,176.06,8000
21,William Keating,K000375,Democrat,House,MA,Stock,Amazon.com Inc,AMZN,us,Buy,2024-05-17,177.0,184.7,32500
22,William Keating,K000375,Democrat,House,MA,Stock,AutoZone Inc,AZO,us,Sell,2024-05-17,4.0,2917.5,8000
23,William Keating,K000375,Democrat,House,MA,Stock,CVS Health Corp,CVS,us,Sell,2024-05-17,140.0,57.68,8000
24,William Keating,K000375,Democrat,House,MA,Stock,Jacobs Engineering Group Inc,J,us,Sell,2024-05-17,59.0,136.44,8000
25,William Keating,K000375,Democrat,House,MA,Stock,Lowe's Cos Inc,LOW,us,Sell,2024-05-17,35.0,231.11,8000
26,William Keating,K000375,Democrat,House,MA,Corporate-bond,McDonald's Corp,MCD,us,Sell,2024-05-17,,,32500
27,William Keating,K000375,Democrat,House,MA,Stock,Microsoft Corp,MSFT,us,Sell,2024-05-17,20.0,420.21,8000
28,Neal Dunn,D000628,Republican,House,FL,Preferred-shares,JPMorgan Chase & Co,JPM,us,Sell,2024-04-24,366.0,21.88,8000
29,Neal Dunn,D000628,Republican,House,FL,Preferred-shares,JPMorgan Chase & Co,JPM,us,Sell,2024-04-24,321.0,24.97,8000
30,Peter Sessions,S000250,Republican,House,TX,Stock,NVIDIA Corporation,NVDA,us,Sell,2024-05-21,79.0,953.86,75000
31,Richard Blumenthal,B001277,Democrat,Senate,CT,Other-investment-fund,RADCLIFF PS I LLC,,,Buy,2024-04-24,,,375000
32,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Sell,2024-04-17,,,175000
33,Richard Blumenthal,B001277,Democrat,Senate,CT,Municipal-security,BRAZIL GOVERNMENT BONDS,,,Sell,2024-04-17,,,8000
34,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-04-23,,,75000
35,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-05-20,,,175000
36,Anna Paulina Luna,L000596,Republican,House,FL,Ownership-interest,AMERICA FIRST NATURAL RESOURCES LLC,,,Buy,2024-05-20,,,75000
37,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,DISTRICT OF COLUMBIA,,,Sell,2024-05-13,,,75000
38,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Sell,2024-05-13,,,32500
39,Eleanor Holmes Norton,N000147,Democrat,House,WA,Municipal-security,VIRGINIA RESOURCES AUTHORITY,,,Sell,2024-05-13,,,32500
40,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF DALLAS,,,Buy,2024-04-01,,,175000
41,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF COLUMBUS OHIO,,,Buy,2024-04-29,,,175000
42,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF ORLANDO FLORIDA,,,Buy,2024-04-29,,,175000
43,Michael McCaul,M001157,Republican,House,TX,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Buy,2024-04-25,,,175000
44,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS STATE HIGHWAY AND TRANSPORTATION DEPARTMENT,,,Buy,2024-04-29,,,175000
45,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF LEANDER TEXAS,,,Buy,2024-04-25,,,175000
46,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF RHODE ISLAND,,,Buy,2024-04-15,,,175000
47,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-23,1361.0,128.64,175000
48,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-24,595.0,126.16,75000
49,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF SAN ANTONIO TEXAS,,,Buy,2024-04-15,,,75000
50,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-12,147.0,511.9,75000
51,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-02,75001.0,1.0,75000
52,Michael McCaul,M001157,Republican,House,TX,Municipal-security,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,,,Buy,2024-04-04,,,75000
53,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SCHOOL BOARD OF BROWARD COUNTY FLORIDA,,,Buy,2024-04-24,,,75000
54,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-04-01,,,75000
55,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-12,75001.0,1.0,75000
56,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-25,75001.0,1.0,75000
57,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-30,2135.0,35.14,75000
58,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-19,2112.0,35.53,75000
59,Michael McCaul,M001157,Republican,House,TX,Stock,Bayer AG,BAYRY,de,Buy,2024-04-18,10731.0,6.99,75000
60,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-09,568.0,132.17,75000
61,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-22,549.0,136.69,75000
62,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-16,577.0,130.07,75000
63,Michael McCaul,M001157,Republican,House,TX,Stock,Prosus NV,PROSY,nl,Buy,2024-04-15,5232.0,6.212,32500
64,Michael McCaul,M001157,Republican,House,TX,Stock,Woodward Inc,WWD,us,Buy,2024-04-30,201.0,162.36,32500
65,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-10,73.0,450.05,32500
66,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-24,104.0,315.98,32500
67,Michael McCaul,M001157,Republican,House,TX,Stock,SAP SE,SAP,de,Buy,2024-04-29,178.0,183.77,32500
68,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-22,67.0,491.23,32500
69,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-29,108.0,303.15,32500
70,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-08,32501.0,1.0,32500
71,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-30,76.0,430.17,32500
72,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-29,67.0,489.03,32500
73,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-11,74.0,441.72,32500
74,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-19,100.0,328.33,32500
75,Michael McCaul,M001157,Republican,House,TX,Stock,Discover Financial Services,DFS,us,Buy,2024-04-22,257.0,126.68,32500
76,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-15,32501.0,1.0,32500
77,Michael McCaul,M001157,Republican,House,TX,Stock,Fiserv Inc,FI,us,Buy,2024-04-30,214.0,152.67,32500
78,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-23,32501.0,1.0,32500
79,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-10,103.0,319.17,32500
80,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Buy,2024-04-30,288.0,112.98,32500
81,Michael McCaul,M001157,Republican,House,TX,Stock,BJ's Wholesale Club Holdings Inc,BJ,us,Buy,2024-04-22,440.0,74.02,32500
82,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-24,32501.0,1.0,32500
83,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-09,8001.0,1.0,8000
84,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-01,8001.0,1.0,8000
85,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-24,,,8000
86,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Buy,2024-04-02,,,8000
87,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-26,8001.0,1.0,8000
88,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-23,20.0,407.57,8000
89,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-22,21.0,400.96,8000
90,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-12,20.0,421.9,8000
91,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-30,,,8000
92,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY BILLS,,,Sell,2024-04-23,,,8000
93,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-25,51.0,161.26,8000
94,Michael McCaul,M001157,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2024-04-29,48.0,167.9,8000
95,Michael McCaul,M001157,Republican,House,TX,Stock,Microsoft Corp,MSFT,us,Sell,2024-04-02,20.0,421.44,8000
96,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-02,54.0,614.21,32500
97,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-24,205.0,159.19,32500
98,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-18,213.0,152.94,32500
99,Michael McCaul,M001157,Republican,House,TX,Stock,Netflix Inc,NFLX,us,Sell,2024-04-12,53.0,622.83,32500
100,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SOUTH CAROLINA STATE HOUSING FINANCE AND DEVELOPMENT AUTHORITY,,,Sell,2024-04-09,,,32500
101,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-09,211.0,154.49,32500
102,Michael McCaul,M001157,Republican,House,TX,Stock,EPAM Systems Inc,EPAM,us,Sell,2024-04-30,139.0,235.26,32500
103,Michael McCaul,M001157,Republican,House,TX,Stock,Chipotle Mexican Grill Inc,CMG,us,Sell,2024-04-12,12.0,2957.6,32500
104,Michael McCaul,M001157,Republican,House,TX,Stock,AUTODESK Inc,ADSK,us,Sell,2024-04-12,138.0,236.98,32500
105,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-12,478.0,68.07,32500
106,Michael McCaul,M001157,Republican,House,TX,Stock,Safran SA,SAFRY,fr,Sell,2024-04-08,576.0,56.436,32500
107,Michael McCaul,M001157,Republican,House,TX,Stock,General Electric Co,GE,us,Sell,2024-04-15,212.0,153.7,32500
108,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-18,32501.0,1.0,32500
109,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-11,32501.0,1.0,32500
110,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,32500
111,Michael McCaul,M001157,Republican,House,TX,Stock,ITT Inc,ITT,us,Sell,2024-04-24,250.0,130.48,32500
112,Michael McCaul,M001157,Republican,House,TX,Stock,Accenture PLC,ACN,ie,Sell,2024-04-30,109.0,300.91,32500
113,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-16,75001.0,1.0,75000
114,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Sell,2024-04-26,649.0,115.71,75000
115,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-29,75001.0,1.0,75000
116,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-10,75001.0,1.0,75000
117,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-19,75001.0,1.0,75000
118,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-22,75001.0,1.0,75000
119,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-24,1029.0,72.91,75000
120,Michael McCaul,M001157,Republican,House,TX,Stock,Boston Scientific Corp,BSX,us,Sell,2024-04-23,2537.0,68.99,175000
121,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Sell,2024-04-30,175001.0,1.0,175000
122,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS DEVELOPMENT FINANCE AUTHORITY,,,Sell,2024-04-01,,,175000
123,Michael McCaul,M001157,Republican,House,TX,Municipal-security,MAINE STATE HOUSING AUTHORITY,,,Sell,2024-04-30,,,175000
124,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CONNECTICUT HOUSING FINANCE AUTHORITY,,,Sell,2024-04-05,,,175000
125,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,175000
126,Michael McCaul,M001157,Republican,House,TX,Municipal-security,COMMONWEALTH OF MASSACHUSETTS,,,Sell,2024-04-19,,,175000
127,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ILLINOIS STATE TOLL HIGHWAY AUTHORITY,,,Sell,2024-04-02,,,175000
128,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF MASSACHUSETTS,,,Sell,2024-04-19,,,375000
129,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-29,,,8000
130,Michael McCaul,M001157,Republican,House,TX,Private-equity-fund,MAYS ALLOCATE LP,,,Buy,2024-04-19,,,8000
131,Michael McCaul,M001157,Republican,House,TX,Venture-capital,UBIQUITY VENTURES III,,,Buy,2024-04-18,,,8000
132,Michael McCaul,M001157,Republican,House,TX,Other-investment-fund,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LP,,,Buy,2024-04-10,,,8000
133,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-03,4683.0,37.37,175000
134,Michael McCaul,M001157,Republican,House,TX,Stock,The Kraft Heinz Co,KHC,us,Buy,2024-04-22,4588.0,38.15,175000
135,Michael McCaul,M001157,Republican,House,TX,Stock,Ally Financial Inc,ALLY,us,Buy,2024-04-03,1922.0,39.04,75000
136,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Buy,2024-04-03,1314.0,57.13,75000
137,Michael McCaul,M001157,Republican,House,TX,Stock,Tapestry Inc,TPR,us,Buy,2024-04-03,3875.0,45.17,175000
138,Michael McCaul,M001157,Republican,House,TX,Stock,Wells Fargo & Co,WFC,us,Buy,2024-04-22,2865.0,61.1,175000
139,Michael McCaul,M001157,Republican,House,TX,Municipal-security,US TREASURY NOTE,,,Buy,2024-04-26,,,1000000
140,Michael McCaul,M001157,Republican,House,TX,Etf,Invesco QQQ Trust Series 1,QQQ,us,Sell,2024-04-10,19.0,438.37,8000
141,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard S&P 500 ETF,VOO,us,Sell,2024-04-10,18.0,472.65,8000
142,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,32.0,254.97,8000
143,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,32.0,254.97,8000
144,Michael McCaul,M001157,Republican,House,TX,Etf,Vanguard Total Stock Market ETF,VTI,us,Sell,2024-04-10,32.0,254.97,8000
145,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,VANGUARD LONG TERM TAX EXEMPT FUND,VWLUX,,Buy,2024-04-01,,,8000
146,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Buy,2024-04-01,348.0,23.03,8000
147,Michael McCaul,M001157,Republican,House,TX,Municipal-security,LAGUNA HILLS WATER CO,,,Sell,2024-04-30,,,32500
148,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Sell,2024-04-09,343.0,23.34,8000
149,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,DFA EMERGING MARKETS CORE EQUITY PORTFOLIO,DFCEX,,Sell,2024-04-09,7499.0,23.34,175000
150,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,HARDING LOEVNER INTERNATIONAL EQUITY PORTFOLIO,HLMIX,,Buy,2024-04-09,305.0,26.32,8000
151,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF DALLAS,,,Buy,2024-04-01,,,75000
152,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF COLUMBUS OHIO,,,Buy,2024-04-29,,,75000
153,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF ORLANDO FLORIDA,,,Buy,2024-04-29,,,75000
154,Michael McCaul,M001157,Republican,House,TX,Municipal-security,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,,Buy,2024-04-25,,,75000
155,Michael McCaul,M001157,Republican,House,TX,Municipal-security,ARKANSAS STATE HIGHWAY AND TRANSPORTATION DEPARTMENT,,,Buy,2024-04-29,,,75000
156,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF LEANDER TEXAS,,,Buy,2024-04-25,,,75000
157,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF RHODE ISLAND,,,Buy,2024-04-15,,,75000
158,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-02,75001.0,1.0,75000
159,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-23,584.0,128.64,75000
160,Michael McCaul,M001157,Republican,House,TX,Stock,Novo Nordisk A/S,NVO,dk,Buy,2024-04-24,595.0,126.16,75000
161,Michael McCaul,M001157,Republican,House,TX,Municipal-security,CITY OF SAN ANTONIO TEXAS,,,Buy,2024-04-15,,,75000
162,Michael McCaul,M001157,Republican,House,TX,Municipal-security,METROPOLITAN WASHINGTON AIRPORTS AUTHORITY,,,Buy,2024-04-04,,,75000
163,Michael McCaul,M001157,Republican,House,TX,Municipal-security,SCHOOL BOARD OF BROWARD COUNTY FLORIDA,,,Buy,2024-04-24,,,75000
164,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-12,147.0,511.9,75000
165,Michael McCaul,M001157,Republican,House,TX,Municipal-security,STATE OF WASHINGTON,,,Buy,2024-04-01,,,75000
166,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-12,75001.0,1.0,75000
167,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-25,75001.0,1.0,75000
168,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-30,925.0,35.14,32500
169,Michael McCaul,M001157,Republican,House,TX,Stock,Alcoa Corp,AA,us,Buy,2024-04-19,916.0,35.53,32500
170,Michael McCaul,M001157,Republican,House,TX,Stock,Bayer AG,BAYRY,de,Buy,2024-04-18,4651.0,6.99,32500
171,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-09,247.0,132.17,32500
172,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-22,238.0,136.69,32500
173,Michael McCaul,M001157,Republican,House,TX,Stock,GE VERNOVA INC,GEV,us,Buy,2024-04-16,251.0,130.07,32500
174,Michael McCaul,M001157,Republican,House,TX,Stock,Prosus NV,PROSY,nl,Buy,2024-04-15,5232.0,6.212,32500
175,Michael McCaul,M001157,Republican,House,TX,Stock,Woodward Inc,WWD,us,Buy,2024-04-30,201.0,162.36,32500
176,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-10,73.0,450.05,32500
177,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-24,104.0,315.98,32500
178,Michael McCaul,M001157,Republican,House,TX,Stock,SAP SE,SAP,de,Buy,2024-04-29,178.0,183.77,32500
179,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-22,67.0,491.23,32500
180,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-29,108.0,303.15,32500
181,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-08,32501.0,1.0,32500
182,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-29,67.0,489.03,32500
183,Michael McCaul,M001157,Republican,House,TX,Stock,Unitedhealth Group Inc,UNH,us,Buy,2024-04-11,74.0,441.72,32500
184,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-19,100.0,328.33,32500
185,Michael McCaul,M001157,Republican,House,TX,Stock,Discover Financial Services,DFS,us,Buy,2024-04-22,257.0,126.68,32500
186,Michael McCaul,M001157,Republican,House,TX,Stock,Meta Platforms Inc,META,us,Buy,2024-04-30,76.0,430.17,32500
187,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-15,32501.0,1.0,32500
188,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-23,32501.0,1.0,32500
189,Michael McCaul,M001157,Republican,House,TX,Stock,Humana Inc,HUM,us,Buy,2024-04-10,103.0,319.17,32500
190,Michael McCaul,M001157,Republican,House,TX,Stock,FirstCash Holdings Inc,FCFS,us,Buy,2024-04-30,288.0,112.98,32500
191,Michael McCaul,M001157,Republican,House,TX,Stock,Fiserv Inc,FI,us,Buy,2024-04-30,214.0,152.67,32500
192,Michael McCaul,M001157,Republican,House,TX,Stock,BJ's Wholesale Club Holdings Inc,BJ,us,Buy,2024-04-22,440.0,74.02,32500
193,Michael McCaul,M001157,Republican,House,TX,Mutual-fund,JPMORGAN 100% US TREASURY SECURITIES MONEY MARKET FUND,JTSXX,,Buy,2024-04-24,8001.0,1.0,8000
