,Name,Politician Id,Party,Chamber,State,Asset Type,Issuer,Ticker,Issuer Country,Type,Date,Trade Size,Trade Price,Trade Value
7131,Rohit Khanna,K000389,Democrat,House,CA,Stock,Nordson Corp,NDSN,us,Buy,2023-08-03,33.0,248.72,8000
7132,Rohit Khanna,K000389,Democrat,House,CA,Reit,American Tower Corp,AMT,us,Buy,2023-08-03,44.0,185.75,8000
7133,Rohit Khanna,K000389,Democrat,House,CA,Stock,FMC Corp,FMC,us,Buy,2023-08-03,89.0,90.99,8000
7134,Rohit Khanna,K000389,Democrat,House,CA,Stock,GLOBAL PAYMENTS Inc,GPN,us,Buy,2023-08-03,67.0,121.65,8000
7135,Rohit Khanna,K000389,Democrat,House,CA,Reit,Alexandria Real Estate Equities Inc,ARE,us,Buy,2023-08-03,66.0,122.38,8000
7136,Rohit Khanna,K000389,Democrat,House,CA,Stock,PayPal Holdings Inc,PYPL,us,Buy,2023-08-03,125.0,64.18,8000
7137,Rohit Khanna,K000389,Democrat,House,CA,Stock,Arista Networks Inc,ANET,us,Buy,2023-08-03,46.0,177.76,8000
7138,Rohit Khanna,K000389,Democrat,House,CA,Stock,Palo Alto Networks Inc,PANW,us,Buy,2023-08-03,35.0,237.45,8000
7139,Rohit Khanna,K000389,Democrat,House,CA,Stock,Berkshire Hathaway Inc,BRK/B,us,Buy,2023-08-03,23.0,353.81,8000
7140,Rohit Khanna,K000389,Democrat,House,CA,Stock,Lowe's Cos Inc,LOW,us,Buy,2023-08-03,36.0,226.72,8000
7141,Rohit Khanna,K000389,Democrat,House,CA,Stock,Norfolk Southern Corp,NSC,us,Buy,2023-08-03,36.0,227.28,8000
7142,Rohit Khanna,K000389,Democrat,House,CA,Stock,The Home Depot Inc,HD,us,Buy,2023-08-03,25.0,329.85,8000
7143,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,CRH PLC,CRH,ie,Buy,2023-08-11,,,8000
7144,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,ING Groep NV,ING,nl,Buy,2023-08-11,,,8000
7145,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,UBS Group AG,UBS,ch,Buy,2023-08-11,,,8000
7146,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,CBOE MINI SPX INDEX,XSP,,Sell,2023-08-01,,,8000
7147,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,CBOE MINI SPX INDEX,XSP,,Sell,2023-08-24,,,8000
7148,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,CBOE MINI SPX INDEX,XSP,,Sell,2023-08-30,,,8000
7149,Rohit Khanna,K000389,Democrat,House,CA,Stock-options,CBOE MINI SPX INDEX,XSP,,Sell,2023-08-08,,,8000
7150,Rohit Khanna,K000389,Democrat,House,CA,Stock,Pfizer Inc,PFE,us,Sell,2023-08-03,929.0,35.0,32500
7151,Rohit Khanna,K000389,Democrat,House,CA,Stock,Microsoft Corp,MSFT,us,Sell,2023-08-03,100.0,326.66,32500
7152,Rohit Khanna,K000389,Democrat,House,CA,Stock,Illinois Tool Works Inc,ITW,us,Sell,2023-08-03,130.0,250.23,32500
7153,Rohit Khanna,K000389,Democrat,House,CA,Stock,Trane Technologies PLC,TT,ie,Sell,2023-08-03,159.0,205.25,32500
7154,Rohit Khanna,K000389,Democrat,House,CA,Stock,Waste Management Inc,WM,us,Sell,2023-08-03,203.0,160.94,32500
7155,Rohit Khanna,K000389,Democrat,House,CA,Stock,AFLAC Inc,AFL,us,Sell,2023-08-03,422.0,77.05,32500
7156,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-08,420.0,77.59,32500
7157,Rohit Khanna,K000389,Democrat,House,CA,Stock,McDonald's Corp,MCD,us,Sell,2023-08-03,112.0,291.02,32500
7158,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-31,424.0,76.89,32500
7159,Rohit Khanna,K000389,Democrat,House,CA,Reit,Crown Castle International Corp,CCI,us,Sell,2023-08-03,310.0,104.93,32500
7160,Rohit Khanna,K000389,Democrat,House,CA,Stock,Ameriprise Financial Inc,AMP,us,Sell,2023-08-03,93.0,352.49,32500
7161,Rohit Khanna,K000389,Democrat,House,CA,Stock,AMETEK Inc,AME,us,Sell,2023-08-03,52.0,157.85,8000
7162,Rohit Khanna,K000389,Democrat,House,CA,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2023-08-09,274.0,29.26,8000
7163,Rohit Khanna,K000389,Democrat,House,CA,Stock,Citigroup Inc,C,us,Sell,2023-08-03,174.0,46.21,8000
7164,Rohit Khanna,K000389,Democrat,House,CA,Stock,Altria Group Inc,MO,us,Sell,2023-08-03,181.0,44.3,8000
7165,Rohit Khanna,K000389,Democrat,House,CA,Stock,Xylem Inc,XYL,us,Sell,2023-08-03,75.0,108.4,8000
7166,Rohit Khanna,K000389,Democrat,House,CA,Stock,Lam Research Corp,LRCX,us,Sell,2023-08-03,12.0,693.36,8000
7167,Rohit Khanna,K000389,Democrat,House,CA,Stock,Principal Financial Group Inc,PFG,us,Sell,2023-08-03,102.0,79.36,8000
7168,Rohit Khanna,K000389,Democrat,House,CA,Stock,O'Reilly Automotive Inc,ORLY,us,Sell,2023-08-03,10.0,930.78,8000
7169,Rohit Khanna,K000389,Democrat,House,CA,Stock,United Rentals Inc,URI,us,Sell,2023-08-03,18.0,465.0,8000
7170,Rohit Khanna,K000389,Democrat,House,CA,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2023-08-02,262.0,30.67,8000
7171,Rohit Khanna,K000389,Democrat,House,CA,Stock,Ingersoll Rand Inc,IR,us,Sell,2023-08-03,120.0,67.12,8000
7172,Rohit Khanna,K000389,Democrat,House,CA,Stock,Willis Towers Watson PLC,WTW,gb,Sell,2023-08-03,38.0,213.79,8000
7173,Rohit Khanna,K000389,Democrat,House,CA,Stock,PACCAR Inc,PCAR,us,Sell,2023-08-03,95.0,84.89,8000
7174,Rohit Khanna,K000389,Democrat,House,CA,Stock,Ross Stores Inc,ROST,us,Sell,2023-08-03,72.0,112.59,8000
7175,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-07,103.0,78.08,8000
7176,Rohit Khanna,K000389,Democrat,House,CA,Stock,Fortive Corp,FTV,us,Sell,2023-08-03,103.0,78.16,8000
7177,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-03,104.0,77.13,8000
7178,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-11,106.0,76.32,8000
7179,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-10,106.0,76.14,8000
7180,Rohit Khanna,K000389,Democrat,House,CA,Stock,DuPont  De Nemours Inc,DD,us,Sell,2023-08-17,108.0,74.83,8000
7181,Rohit Khanna,K000389,Democrat,House,CA,Stock,Cintas Corp,CTAS,us,Sell,2023-08-03,17.0,496.91,8000
7182,Rohit Khanna,K000389,Democrat,House,CA,Stock,Urban Outfitters Inc,URBN,us,Sell,2023-08-07,219.0,36.59,8000
7183,Rohit Khanna,K000389,Democrat,House,CA,Stock,Corteva Inc,CTVA,us,Sell,2023-08-03,144.0,55.69,8000
7184,Rohit Khanna,K000389,Democrat,House,CA,Stock,Urban Outfitters Inc,URBN,us,Sell,2023-08-18,225.0,35.74,8000
7185,Rohit Khanna,K000389,Democrat,House,CA,Stock,Axalta Coating Systems Ltd,AXTA,us,Sell,2023-08-01,249.0,32.2,8000
7186,Rohit Khanna,K000389,Democrat,House,CA,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2023-08-03,265.0,30.31,8000
7187,Rohit Khanna,K000389,Democrat,House,CA,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2023-08-01,271.0,29.57,8000
7188,Rohit Khanna,K000389,Democrat,House,CA,Stock,Elanco Animal Health Inc,ELAN,us,Sell,2023-08-02,683.0,11.73,8000
7189,Rohit Khanna,K000389,Democrat,House,CA,Stock,Walgreens Boots Alliance Inc,WBA,us,Sell,2023-08-08,271.0,29.53,8000
7190,Rohit Khanna,K000389,Democrat,House,CA,Stock,Elanco Animal Health Inc,ELAN,us,Sell,2023-08-04,687.0,11.65,8000
7191,Rohit Khanna,K000389,Democrat,House,CA,Stock,Elanco Animal Health Inc,ELAN,us,Sell,2023-08-03,684.0,11.71,8000
7192,Rohit Khanna,K000389,Democrat,House,CA,Stock,CRH PLC,CRH,ie,Sell,2023-08-11,139.0,58.1,8000
7193,Rohit Khanna,K000389,Democrat,House,CA,Stock,Sanofi,SNY,fr,Sell,2023-08-11,150.0,53.53,8000
7194,Rohit Khanna,K000389,Democrat,House,CA,Stock,Baxter International Inc,BAX,us,Sell,2023-08-03,183.0,43.94,8000
7195,Rohit Khanna,K000389,Democrat,House,CA,Stock,Bath & Body Works Inc,BBWI,us,Sell,2023-08-03,216.0,37.15,8000
7196,Rohit Khanna,K000389,Democrat,House,CA,Stock,NVIDIA Corporation,NVDA,us,Sell,2023-08-03,19.0,445.15,8000
7197,Rohit Khanna,K000389,Democrat,House,CA,Stock,The Allstate Corporation,ALL,us,Sell,2023-08-03,72.0,111.36,8000
7198,Rohit Khanna,K000389,Democrat,House,CA,Stock,Kellogg Co,K,us,Sell,2023-08-03,122.0,66.25,8000
7199,Rohit Khanna,K000389,Democrat,House,CA,Stock,V.F. Corp,VFC,us,Sell,2023-08-03,421.0,19.04,8000
7200,Rohit Khanna,K000389,Democrat,House,CA,Stock,McKesson Corp,MCK,us,Sell,2023-08-03,19.0,435.12,8000
7201,Rohit Khanna,K000389,Democrat,House,CA,Stock,T-Mobile US Inc,TMUS,us,Sell,2023-08-03,60.0,135.37,8000
7202,Rohit Khanna,K000389,Democrat,House,CA,Stock,Albemarle Corp,ALB,us,Sell,2023-08-03,41.0,199.35,8000
7203,Rohit Khanna,K000389,Democrat,House,CA,Stock,HENRY SCHEIN Inc,HSIC,us,Sell,2023-08-03,103.0,78.31,8000
7204,Rohit Khanna,K000389,Democrat,House,CA,Stock,Keysight Technologies Inc,KEYS,us,Sell,2023-08-03,51.0,158.57,8000
7205,Rohit Khanna,K000389,Democrat,House,CA,Stock,Regeneron Pharmaceuticals Inc,REGN,us,Sell,2023-08-03,11.0,771.45,8000
7206,Rohit Khanna,K000389,Democrat,House,CA,Stock,Electronic Arts Inc,EA,us,Sell,2023-08-03,66.0,123.83,8000
7207,Rohit Khanna,K000389,Democrat,House,CA,Stock,Urban Outfitters Inc,URBN,us,Sell,2023-08-09,216.0,37.11,8000
7208,Rohit Khanna,K000389,Democrat,House,CA,Stock,ROLLINS Inc,ROL,us,Sell,2023-08-03,197.0,40.69,8000
7209,Rohit Khanna,K000389,Democrat,House,CA,Stock,Corning Inc,GLW,us,Sell,2023-08-03,239.0,33.57,8000
7210,Rohit Khanna,K000389,Democrat,House,CA,Stock,Gartner Inc,IT,us,Sell,2023-08-03,24.0,340.68,8000
7211,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Dow Inc,DOW,us,Buy,2023-08-14,,,32500
7212,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Lowe's Cos Inc,LOW,us,Buy,2023-08-14,,,8000
7213,Rohit Khanna,K000389,Democrat,House,CA,Stock,Abbott Laboratories,ABT,us,Buy,2023-08-04,75.0,107.65,8000
7214,Rohit Khanna,K000389,Democrat,House,CA,Stock,CarMax Inc,KMX,us,Buy,2023-08-04,97.0,83.29,8000
7215,Rohit Khanna,K000389,Democrat,House,CA,Stock,Target Corp,TGT,us,Buy,2023-08-23,66.0,123.21,8000
7216,Rohit Khanna,K000389,Democrat,House,CA,Preferred-shares,Apollo Global Management Inc,APO,us,Buy,2023-08-16,318.0,25.17,8000
7217,Rohit Khanna,K000389,Democrat,House,CA,Stock,Caterpillar Inc,CAT,us,Sell,2023-08-07,29.0,281.65,8000
7218,Rohit Khanna,K000389,Democrat,House,CA,Stock,Alphabet Inc,GOOGL,us,Sell,2023-08-04,63.0,128.11,8000
7219,Rohit Khanna,K000389,Democrat,House,CA,Stock,Carrier Global Corp,CARR,us,Sell,2023-08-04,141.0,57.08,8000
7220,Rohit Khanna,K000389,Democrat,House,CA,Stock,Verizon Communications Inc,VZ,us,Sell,2023-08-02,241.0,33.32,8000
7221,Rohit Khanna,K000389,Democrat,House,CA,Stock,Verizon Communications Inc,VZ,us,Sell,2023-08-22,242.0,33.2,8000
7222,Rohit Khanna,K000389,Democrat,House,CA,Stock,The Sherwin-Williams Co,SHW,us,Sell,2023-08-31,30.0,271.72,8000
7223,Rohit Khanna,K000389,Democrat,House,CA,Stock,The Sherwin-Williams Co,SHW,us,Sell,2023-08-29,30.0,270.46,8000
7224,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Entergy corporation,ETR,us,Buy,2023-08-02,,,32500
7225,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Xcel Energy Inc,XEL,us,Buy,2023-08-02,,,32500
7226,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Crown Castle International Corp,CCI,us,Buy,2023-08-02,,,32500
7227,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Realty Income Corp,,us,Buy,2023-08-02,,,8000
7228,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,DTE Energy Co,DTE,us,Buy,2023-08-02,,,8000
7229,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,Canadian Imperial Bank of Commerce,CM,ca,Buy,2023-08-02,,,8000
7230,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,STATE OF OHIO,,,Sell,2023-08-01,,,75000
7231,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,175000
7232,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,GS FINANCE CORP,,,Sell,2023-08-03,,,750000
7233,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,175000
7234,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,GS FINANCE CORP,,,Sell,2023-08-03,,,750000
7235,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,75000
7236,Rohit Khanna,K000389,Democrat,House,CA,Corporate-bond,GS FINANCE CORP,,,Sell,2023-08-03,,,750000
7237,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,175000
7238,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,75000
7239,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,375000
7240,Rohit Khanna,K000389,Democrat,House,CA,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-11,,,175000
7241,Earl Blumenauer,B000574,Democrat,House,OR,Stock,Ford Motor Co,F,us,Sell,2023-08-16,2753.0,11.81,32500
7242,Earl Blumenauer,B000574,Democrat,House,OR,Stock,Northwest Natural Holding Co,NWN,us,Buy,2023-08-15,200.0,40.09,8000
7243,Earl Blumenauer,B000574,Democrat,House,OR,Stock,Sysco Corporation,SYY,us,Buy,2023-08-23,115.0,70.32,8000
7244,Earl Blumenauer,B000574,Democrat,House,OR,Stock,Sysco Corporation,SYY,us,Buy,2023-08-24,115.0,69.9,8000
7245,Earl Blumenauer,B000574,Democrat,House,OR,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-25,,,32500
7246,Earl Blumenauer,B000574,Democrat,House,OR,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-25,,,32500
7247,Roger Marshall,M001198,Republican,Senate,KS,Non-public-stock,FARMERS ENTERPRISES INC,,,Sell,2023-08-29,,,175000
7248,Peter Sessions,S000250,Republican,House,TX,Stock,Allied Esports Entertainment Inc,AGAE,us,Sell,2023-08-29,1000.0,1.0,1000
7249,Peter Sessions,S000250,Republican,House,TX,Stock,C3.ai Inc,AI,us,Sell,2023-09-05,10.0,31.43,314
7250,Peter Sessions,S000250,Republican,House,TX,Stock,The Coca-Cola Co,KO,us,Sell,2023-08-18,60.8,60.95,8000
7251,Peter Sessions,S000250,Republican,House,TX,Stock,DigitalBridge Group Inc,DBRG,us,Sell,2023-08-18,12.0,15.79,189
7252,Peter Sessions,S000250,Republican,House,TX,Stock,International Business Machines Corp,IBM,us,Sell,2023-08-18,35.0,141.41,8000
7253,Peter Sessions,S000250,Republican,House,TX,Stock,Mastercard Inc,MA,us,Sell,2023-08-21,10.8288,393.2,8000
7254,Peter Sessions,S000250,Republican,House,TX,Stock,Warner Bros Discover Inc,WBD,us,Sell,2023-08-18,35.0,13.406,469
7255,Michael Burgess,B001248,Republican,House,TX,Stock,Advanced Micro Devices Inc,AMD,us,Buy,2023-08-09,73.0,110.47,8000
7256,Michael Burgess,B001248,Republican,House,TX,Stock,Alphabet Inc,GOOGL,us,Sell,2023-08-14,248.0,131.33,32500
7257,Michael Burgess,B001248,Republican,House,TX,Stock,Amazon.com Inc,AMZN,us,Sell,2023-08-14,232.0,140.57,32500
7258,Michael Burgess,B001248,Republican,House,TX,Stock,Berkshire Hathaway Inc,BRK/B,us,Sell,2023-08-14,91.0,358.48,32500
7259,Michael Burgess,B001248,Republican,House,TX,Stock,Best Buy Co Inc,BBY,us,Buy,2023-08-22,439.0,74.23,32500
7260,Michael Burgess,B001248,Republican,House,TX,Stock,Blackstone Group Inc,BX,us,Buy,2023-08-09,325.0,100.09,32500
7261,Michael Burgess,B001248,Republican,House,TX,Stock,Prudential Financial Inc,PRU,us,Buy,2023-08-22,361.0,90.22,32500
7262,Michael Burgess,B001248,Republican,House,TX,Stock,Royal Bank of Canada,RY,ca,Buy,2023-08-09,343.0,94.98,32500
7263,Michael Burgess,B001248,Republican,House,TX,Stock,Stellantis NV,STLA,nl,Buy,2023-08-22,1797.0,18.09,32500
7264,Michael Burgess,B001248,Republican,House,TX,Stock,United Parcel Service Inc,UPS,us,Buy,2023-08-09,182.0,179.37,32500
7265,Virginia Foxx,F000450,Republican,House,NC,Stock,Alliance Resource Partners LP,ARLP,us,Buy,2023-08-16,401.0,19.98,8000
7266,Virginia Foxx,F000450,Republican,House,NC,Preferred-shares,AT&T Inc,T,us,Buy,2023-08-02,413.0,19.4,8000
7267,Virginia Foxx,F000450,Republican,House,NC,Stock,Takeda Pharmaceutical Co Ltd,TAK,jp,Sell,2023-08-29,2118.0,15.35,32500
7268,Michael Burgess,B001248,Republican,House,TX,Stock,AbbVie Inc,ABBV,us,Sell,2023-08-14,214.0,152.27,32500
7269,Michael Burgess,B001248,Republican,House,TX,Stock,The Chemours Co,CC,us,Buy,2023-08-09,914.0,35.6,32500
7270,Michael Burgess,B001248,Republican,House,TX,Stock,CME Group Inc,CME,us,Buy,2023-08-09,100.0,206.52,32500
7271,Michael Burgess,B001248,Republican,House,TX,Stock,United Parcel Service Inc,UPS,us,Buy,2023-08-09,182.0,179.37,32500
7272,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Resmed Inc,RMD,us,Buy,2023-08-29,50.0,163.93,8000
7273,Thomas Carper,C000174,Democrat,Senate,DE,Stock,INNODATA INC,INOD,us,Buy,2023-08-29,550.0,14.56,8000
7274,Thomas Carper,C000174,Democrat,Senate,DE,Stock,NextEra Energy Inc,NEE,us,Buy,2023-08-29,119.0,67.51,8000
7275,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Skyworks Solutions Inc,SWKS,us,Sell,2023-08-29,75.0,107.78,8000
7276,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Algonquin Power & Utilities Corp,AQN,ca,Sell,2023-08-29,1058.0,7.57,8000
7277,Thomas Carper,C000174,Democrat,Senate,DE,Stock,CrowdStrike Holdings Inc,CRWD,us,Sell,2023-08-29,55.0,146.7,8000
7278,Thomas Carper,C000174,Democrat,Senate,DE,Etf,COLUMBIA EM CORE EX-CHN ETF,XCEM,us,Buy,2023-08-16,288.0,27.86,8000
7279,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Intellia Therapeutics Inc,NTLA,us,Sell,2023-08-25,210.0,38.25,8000
7280,Thomas Carper,C000174,Democrat,Senate,DE,Etf,ProShares Short QQQ,PSQ,us,Buy,2023-08-23,750.0,10.67,8000
7281,Thomas Carper,C000174,Democrat,Senate,DE,Etf,ProShares Short QQQ,PSQ,us,Buy,2023-08-23,750.0,10.67,8000
7282,Thomas Carper,C000174,Democrat,Senate,DE,Etf,ProShares Short QQQ,PSQ,us,Buy,2023-08-23,750.0,10.67,8000
7283,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Rockwell Automation Inc,ROK,us,Buy,2023-08-22,28.0,292.64,8000
7284,Thomas Carper,C000174,Democrat,Senate,DE,Reit,Medical Properties Trust Inc,MPW,us,Sell,2023-08-22,1182.0,6.77,8000
7285,Thomas Carper,C000174,Democrat,Senate,DE,Etf,ProShares Short QQQ,PSQ,us,Sell,2023-08-18,729.0,10.99,8000
7286,Thomas Carper,C000174,Democrat,Senate,DE,Etf,ProShares Short QQQ,PSQ,us,Sell,2023-08-18,729.0,10.99,8000
7287,Thomas Carper,C000174,Democrat,Senate,DE,Etf,JOHN HANK MLTFTR ERG MT ETF,JHEM,us,Sell,2023-08-16,336.0,23.87,8000
7288,Thomas Carper,C000174,Democrat,Senate,DE,Etf,JOHN HANK MLTFTR ERG MT ETF,JHEM,us,Sell,2023-08-16,336.0,23.87,8000
7289,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Booz Allen Hamilton Holding Corporation,BAH,us,Sell,2023-08-15,67.0,121.81,8000
7290,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Rambus Inc,RMBS,us,Sell,2023-08-10,163.0,49.28,8000
7291,Thomas Carper,C000174,Democrat,Senate,DE,Stock,SOFI TECHNOLOGIES INC,SOFI,us,Buy,2023-08-10,918.0,8.72,8000
7292,Thomas Carper,C000174,Democrat,Senate,DE,Stock,Fortinet Inc,FTNT,us,Sell,2023-08-04,142.0,56.77,8000
7293,Thomas Carper,C000174,Democrat,Senate,DE,Municipal-security,US TREASURY BILLS,,,Buy,2023-08-02,,,32500
7294,Addison McConnell,M000355,Republican,Senate,KY,Non-public-stock,CHAMBERLAIN GROUP,,,Buy,2023-08-03,,,75000
7295,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2023-08-07,416.0,78.29,32500
7296,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2023-08-08,418.0,77.89,32500
7297,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2023-08-07,416.0,78.29,32500
7298,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2023-08-08,418.0,77.89,32500
7299,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Sell,2023-08-07,416.0,78.29,32500
7300,Douglas Lamborn,L000564,Republican,House,CO,Stock,NetApp Inc,NTAP,us,Buy,2023-08-08,418.0,77.89,32500
7301,Gary Peters,P000595,Democrat,Senate,MI,Municipal-security,ELMWOOD PARK COMMUNITY UNIT SCHOOL DISTRICT 401,,,Buy,2023-07-28,,,8000
7302,William Keating,K000375,Democrat,House,MA,Corporate-bond,PepsiCo Inc,PEP,us,Buy,2023-08-10,,,32500
7303,Seth Moulton,M001196,Democrat,House,MA,Preferred-shares,DIVERGENT TECHNOLOGIES INC,1494391D,,Buy,2023-08-02,2367.0,31.6745,75000
7304,Seth Moulton,M001196,Democrat,House,MA,Preferred-shares,SUCKERZ INC,,,Buy,2023-07-30,,,32500
7305,Lois Frankel,F000462,Democrat,House,FL,Stock,Fluor Corp,FLR,us,Sell,2023-08-04,223.0,35.94,8000
7306,Lois Frankel,F000462,Democrat,House,FL,Stock,Insperity Inc,NSP,us,Sell,2023-08-07,83.0,97.4,8000
7307,Lois Frankel,F000462,Democrat,House,FL,Stock,Insperity Inc,NSP,us,Sell,2023-08-04,86.0,94.15,8000
7308,Lois Frankel,F000462,Democrat,House,FL,Stock,International Flavors & Fragrances Inc,IFF,us,Sell,2023-08-09,126.0,63.78,8000
7309,Lois Frankel,F000462,Democrat,House,FL,Etf,ISHARES SHORT TREAS BD ETF,SHV,us,Buy,2023-08-09,74.0,110.11,8000
7310,Lois Frankel,F000462,Democrat,House,FL,Etf,ISHARES SHORT TREAS BD ETF,SHV,us,Buy,2023-08-07,74.0,110.08,8000
7311,Lois Frankel,F000462,Democrat,House,FL,Etf,ISHARES SHORT TREAS BD ETF,SHV,us,Buy,2023-08-04,74.0,110.08,8000
7312,Lois Frankel,F000462,Democrat,House,FL,Stock,Johnson & Johnson,JNJ,us,Sell,2023-08-10,47.0,172.17,8000
7313,Lois Frankel,F000462,Democrat,House,FL,Stock,KENVUE INC,KVUE,us,Buy,2023-08-10,343.0,23.37,8000
7314,Lois Frankel,F000462,Democrat,House,FL,Stock,KENVUE INC,KVUE,us,Buy,2023-08-03,334.0,23.99,8000
7315,Lois Frankel,F000462,Democrat,House,FL,Stock,KENVUE INC,KVUE,us,Buy,2023-08-02,335.0,23.9,8000
7316,Lois Frankel,F000462,Democrat,House,FL,Stock,Liberty Broadband Corp,LBRDA,us,Sell,2023-08-04,89.0,90.93,8000
7317,Lois Frankel,F000462,Democrat,House,FL,Stock,Merck & Co Inc,MRK,us,Sell,2023-08-02,76.0,105.7,8000
7318,Lois Frankel,F000462,Democrat,House,FL,Stock,Morgan Stanley,MS,us,Sell,2023-07-26,86.0,93.54,8000
7319,Lois Frankel,F000462,Democrat,House,FL,Reit,Prologis Inc,PLD,us,Buy,2023-08-02,66.0,123.68,8000
7320,Lois Frankel,F000462,Democrat,House,FL,Reit,Prologis Inc,PLD,us,Buy,2023-08-03,66.0,123.81,8000
7321,Lois Frankel,F000462,Democrat,House,FL,Stock,SolarEdge Technologies Inc,SEDG,il,Sell,2023-08-04,45.0,182.65,8000
7322,Lois Frankel,F000462,Democrat,House,FL,Stock,Target Corp,TGT,us,Buy,2023-07-26,60.0,134.47,8000
7323,Lois Frankel,F000462,Democrat,House,FL,Stock,Texas Instruments Inc,TXN,us,Sell,2023-08-02,47.0,172.44,8000
7324,Lois Frankel,F000462,Democrat,House,FL,Stock,Willis Towers Watson PLC,WTW,gb,Sell,2023-08-10,40.0,201.16,8000
7325,Lois Frankel,F000462,Democrat,House,FL,Stock,Willis Towers Watson PLC,WTW,gb,Sell,2023-08-09,40.0,202.29,8000
7326,Gerald Connolly,C001078,Democrat,House,VA,Stock,Dominion Energy Inc,D,us,Sell,2023-08-15,168.0,47.8,8000
7327,Gerald Connolly,C001078,Democrat,House,VA,Stock,Leidos Holdings Inc,LDOS,us,Sell,2023-08-15,83.0,97.6,8000
7328,Gerald Connolly,C001078,Democrat,House,VA,Stock,Science Applications International Corp,SAIC,us,Sell,2023-08-15,68.0,119.61,8000
7329,Michael Guest,G000591,Republican,House,MS,Stock,AbbVie Inc,ABBV,us,Buy,2023-08-07,54.0,150.33,8000
7330,Michael Guest,G000591,Republican,House,MS,Stock,Airbnb Inc,ABNB,us,Buy,2023-08-07,56.0,143.2,8000
7331,Michael Guest,G000591,Republican,House,MS,Stock,The Allstate Corporation,ALL,us,Buy,2023-08-07,73.0,110.74,8000
7332,Michael Guest,G000591,Republican,House,MS,Stock,Amazon.com Inc,AMZN,us,Buy,2023-08-07,57.0,142.22,8000
7333,Michael Guest,G000591,Republican,House,MS,Stock,Apple Inc,AAPL,us,Buy,2023-08-07,45.0,178.85,8000
